,normal,count,word,tag,source
1490,Астрахань,1,['Астрахань'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Leskov_N._Yeksklyuzivrus._Ledi_Makbet_Mcenskogo_Uez.txt
1491,Аркашин,1,['Аркашину'],"NOUN,inan,masc,Geox sing,nomn",Leskov_N._Yeksklyuzivrus._Ledi_Makbet_Mcenskogo_Uez.txt
1492,Аравия,1,['Аравию'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Leskov_N._Yeksklyuzivrus._Ledi_Makbet_Mcenskogo_Uez.txt
1493,Ярославль,1,['Ярославля'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Leskov_N._Yeksklyuzivrus._Ledi_Makbet_Mcenskogo_Uez.txt
1494,Харьков,71,"['Харькова', 'Харьков', 'Харьковом', 'Харькове', 'Харькову']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1495,Коломак,40,"['Коломаке', 'Коломак', 'Коломаку', 'Коломаком', 'Коломака']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1496,Ужиковы,40,['Ужиков'],"NOUN,inan,femn,Sgtm,Geox sing,gent",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1497,Ужикова,33,"['Ужикову', 'Ужикова']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1498,Москва,32,"['Москву', 'Москва', 'Москве', 'Москвы', 'Москвой']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1499,Украина,31,"['Украину', 'Украины', 'Украина', 'Украине']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1500,Олимп,31,"['Олимпе', 'Олимпу', 'Олимпом', 'Олимп', 'Олимпа']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1501,Воронов,21,"['Воронова', 'Воронову', 'Вороновой']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1502,Пироговка,18,"['Пироговка', 'Пироговке', 'Пироговку', 'Пироговки']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1503,Россия,15,['России'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1504,Салько,14,['Салько'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1505,Вершнева,14,"['Вершнева', 'Вершневу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1506,Киев,13,"['Киева', 'Киев', 'Киевом']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1507,Одесса,10,"['Одессы', 'Одессу', 'Одесса', 'Одессе']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1508,Запорожье,10,"['Запорожье', 'Запорожьем']","NOUN,inan,neut,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1509,Украинский,9,"['Украинского', 'Украинской', 'Украинский']","ADJF,Geox masc,sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1510,Полтава,8,"['Полтавы', 'Полтавой', 'Полтаве', 'Полтаву']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1511,Черниговка,6,"['Черниговка', 'Черниговки']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1512,Днепр,5,"['Днепр', 'Днепру', 'Днепре', 'Днепра', 'Днепром']","NOUN,inan,masc,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1513,Италия,5,"['Италию', 'Италии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1514,Люботин,5,['Люботин'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1515,Песталоцци,4,['Песталоцци'],"NOUN,inan,femn,Fixd,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1516,Крым,4,['Крым'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1517,Америка,4,"['Америке', 'Америки']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1518,Нива,4,"['Ниве', 'Нива']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1519,Петербургский,4,['Петербургской'],"ADJF,Geox masc,sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1520,Кавказ,4,"['Кавказе', 'Кавказ', 'Кавказу']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1521,Ленинград,3,['Ленинград'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1522,Русь,3,['Руси'],"NOUN,inan,femn,Sgtm,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1523,Греция,3,"['Грецию', 'Греции']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1524,Мыкола,3,"['Мыкола', 'Мыколы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1525,Наторп,3,['Наторп'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1526,Амур,3,"['Амуру', 'Амура']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1527,Кола,3,['Колы'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1528,Болшево,3,['Болшеве'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1529,Меркурий,2,['Меркурий'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1530,Мексика,2,['Мексике'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1531,Миргород,2,['Миргорода'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1532,Франция,2,['Франции'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1533,Рим,2,"['Риме', 'Рима']","NOUN,inan,masc,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1534,Новгород,2,['Новгороде'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1535,Польша,2,['Польшу'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1536,Трич,2,['Трич'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1537,Соцвос,2,['Соцвос'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1538,Орлеан,2,['Орлеан'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1539,Скокарий,2,['Скокарь'],"NOUN,inan,femn,Geox plur,gent",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1540,Отченаша,2,['Отченаша'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1541,Париж,2,['Париже'],"NOUN,inan,masc,Sgtm,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1542,Румыния,2,['Румынию'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1543,Люберцы,2,['Люберцах'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1544,Поволжье,2,['Поволжье'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1545,Руан,2,['Руане'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1546,Пирятин,2,"['Пирятине', 'Пирятин']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1547,Альма,2,['Альма'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1548,Европа,2,"['Европы', 'Европу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1549,Карий,2,['Карие'],"NOUN,inan,femn,Geox plur,gent",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1550,Великобритания,2,['Великобритании'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1551,Гархш,2,['Гархша'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1552,Горацио,2,['Горацио'],"NOUN,inan,femn,Fixd,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1553,Богодухов,2,"['Богодухова', 'Богодухове']","NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1554,Белополье,2,['Белополье'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1555,Допра,2,['Допр'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1556,Завкола,2,['Завкол'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1557,Зерентуй,2,['Зерентуе'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1558,Иерусалим,2,"['Иерусалим', 'Иерусалима']","NOUN,inan,masc,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1559,Бурса,2,['Бурса'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1560,Константиноград,2,['Константинограда'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1561,Корсика,2,['Корсики'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1562,Лондон,2,"['Лондон', 'Лондона']","NOUN,inan,masc,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1563,Лингарда,2,['Лингард'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1564,Черкас,1,['Черкасах'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1565,Туркменистан,1,['Туркменистана'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1566,Спенсер,1,['Спенсера'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1567,Штирнера,1,['Штирнера'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1568,Сумский,1,['Сумская'],"ADJF,Geox masc,sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1569,Сядэ,1,['Сядэ'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1570,Тагил,1,['Тагиле'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1571,Ташкент,1,['Ташкент'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1572,Тифлис,1,['Тифлисе'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1573,Тренева,1,['Тренева'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1574,Бровары,1,['Броварах'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1575,Берлин,1,['Берлин'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1576,Швеция,1,['Швеция'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1577,Цусим,1,['Цусима'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1578,Швейцария,1,['Швейцария'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1579,Баку,1,['Баку'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,gent",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1580,Чудра,1,['Чудру'],"NOUN,inan,femn,Sgtm,Fixd,Abbr,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1581,Улья,1,['Ульи'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1582,Уркаган,1,['Уркаганы'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1583,Сочи,1,['Сочи'],"NOUN,inan,masc,Sgtm,Fixd,Geox,Ms-f sing,loct",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1584,Утермарковка,1,['Утермарковку'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1585,Арктика,1,['Арктике'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1586,Англия,1,['Англию'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1587,Андрушёвка,1,['Андрушевка'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1588,Лубны,1,['Лубнах'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1589,Венгрия,1,['Венгрия'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1590,Сойер,1,['Сойера'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1591,Сириус,1,['Сириус'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1592,Ляля,1,['Ляля'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1593,Милосскай,1,['Милосская'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1594,Кременчуг,1,['Кременчуг'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1595,Краснодар,1,['Краснодар'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1596,Каспий,1,['Каспием'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1597,Николаенка,1,['Николаенку'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1598,Новомиргород,1,['Новомиргорода'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1599,Испания,1,['Испании'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1600,Ольгин,1,['Ольгиного'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1601,Жмеринка,1,['Жмеринке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1602,Драстуй,1,['Драстуй'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1603,Петроград,1,['Петроград'],"NOUN,inan,masc,Geox sing,accs",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1604,Димары,1,['Димары'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1605,Дания,1,['Дания'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1606,Губсоцвос,1,['Губсоцвос'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1607,Горобец,1,['Горобцы'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1608,Ренара,1,['Ренара'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1609,Гомера,1,['Гомера'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1610,Германия,1,['Германии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1611,Волхов,1,['Волхов'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1612,Люксембург,1,['Люксембург'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1613,Сатирикон,1,['Сатирикон'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1614,Свердловск,1,['Свердловска'],"NOUN,inan,masc,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1615,Ярославль,1,['Ярославле'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Makarenko_A._Bestselleryivo._Pedagogicheskaya_Poyema_P.txt
1616,Русь,43,"['Русью', 'Русь', 'Руси']","NOUN,inan,femn,Sgtm,Geox sing,accs",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1617,Москва,12,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1618,Россия,8,"['России', 'Россия']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1619,Варна,5,"['Варною', 'Варна']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1620,Киев,4,"['Киева', 'Киев']","NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1621,Никола,3,"['Никола', 'Николу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1622,Обрубкова,2,['Обрубкова'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1623,Польша,2,['Польши'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1624,Астрахань,2,"['Астрахани', 'Астрахань']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1625,Рига,2,['Рига'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1626,Рогатин,2,['Рогатина'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1627,Ляпушкин,2,['Ляпушкин'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1628,Кимры,2,['Кимры'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1629,Италия,2,"['Италия', 'Италию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1630,Сибирь,2,"['Сибири', 'Сибирь']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1631,Очаков,2,['Очаков'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1632,Петербург,1,['Петербург'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1633,Севастополь,1,['Севастополем'],"NOUN,inan,masc,Sgtm,Geox sing,accs",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1634,Унжа,1,['Унже'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1635,Цаловать,1,['Цалует'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1636,Юрлово,1,['Юрлова'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1637,Архангельск,1,['Архангельском'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1638,Недыханьев,1,['Недыханьева'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1639,Медведица,1,['Медведицу'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1640,Малороссия,1,['Малороссии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1641,Котор,1,['Котора'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1642,Конотоп,1,['Конотоп'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1643,Казань,1,['Казань'],"NOUN,inan,femn,Sgtm,Geox sing,accs",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1644,Избыткова,1,['Избыткова'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1645,Зааа,1,['Зааа'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1646,Великое,1,['Великое'],"NOUN,inan,neut,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1647,Белоруссия,1,['Белоруссии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1648,Якутск,1,['Якутске'],"NOUN,inan,masc,Geox sing,nomn",Nekrasov_N._Komu_Na_Rusi_Jit_Horosho.txt
1649,Париж,20,"['Парижа', 'Париж', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",Ostrovskiyi_A._Bespridannica.txt
1650,Европа,2,"['Европы', 'Европу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1651,Англия,1,['Англии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1652,Италия,1,['Италия'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1653,Кавказ,1,['Кавказа'],"NOUN,inan,masc,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1654,Мокия,1,['Мокия'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1655,Москва,1,['Москву'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1656,Петербург,1,['Петербург'],"NOUN,inan,masc,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1657,Россия,1,['России'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
1658,Франция,1,['Франции'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Ostrovskiyi_A._Bespridannica.txt
