,normal,count,word,tag,source
0,Бризар,27,"['Бризару', 'Бризара', 'Бризар']","NOUN,inan,masc,Geox sing,nomn",beg.txt
1,Константинополь,20,"['Константинополя', 'Константинополю', 'Константинополь', 'Константинополе']","NOUN,inan,masc,Sgtm,Geox sing,accs",beg.txt
2,Севастополь,20,"['Севастополе', 'Севастополь', 'Севастополю', 'Севастополя']","NOUN,inan,masc,Sgtm,Geox sing,accs",beg.txt
3,Париж,18,"['Парижа', 'Париж', 'Парижу', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",beg.txt
4,Крым,16,"['Крыму', 'Крыма', 'Крым']","NOUN,inan,masc,Sgtm,Geox sing,nomn",beg.txt
5,Петербург,12,"['Петербург', 'Петербурге', 'Петербургу', 'Петербурга']","NOUN,inan,masc,Geox sing,nomn",beg.txt
6,Таврия,5,"['Таврия', 'Таврии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
7,Мадрид,4,['Мадрид'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
8,Россия,4,"['России', 'Россией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
9,Петроград,3,"['Петрограда', 'Петрограде']","NOUN,inan,masc,Geox sing,accs",beg.txt
10,Киев,3,"['Киев', 'Киевом']","NOUN,inan,masc,Geox sing,nomn",beg.txt
11,Сиваш,2,"['Сиваш', 'Сиваша']","NOUN,inan,masc,Sgtm,Geox sing,nomn",beg.txt
12,Керман,2,"['Кермана', 'Керман']","NOUN,inan,masc,Geox sing,nomn",beg.txt
13,Перу,2,['Перу'],"NOUN,inan,neut,Sgtm,Fixd,Geox sing,gent",beg.txt
14,Босфор,2,['Босфор'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
15,Симферополь,2,"['Симферополе', 'Симферополя']","NOUN,inan,masc,Sgtm,Geox sing,nomn",beg.txt
16,Харьков,1,['Харьков'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
17,Франция,1,['Францию'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
18,Труффаторра,1,['Труффаторре'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
19,Чонгаре,1,['Чонгаре'],"NOUN,inan,femn,Fixd,Geox sing,nomn",beg.txt
20,Эуэй,1,['Эуэй'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",beg.txt
21,Стамбул,1,['Стамбул'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
22,Юшунь,1,['Юшунь'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
23,Симферопольский,1,['Симферопольский'],"ADJF,Geox masc,sing,nomn",beg.txt
24,Афины,1,['Афины'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",beg.txt
25,Сенкан,1,['Сенкан'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
26,Ростов,1,['Ростов'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
27,Репондэ,1,['Репондэ'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",beg.txt
28,Берлин,1,['Берлин'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
29,Маршан,1,['Маршан'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
30,Мариуполь,1,['Мариуполя'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",beg.txt
31,Керчь,1,['Керчь'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
32,Карасу,1,['Карасу'],"NOUN,inan,femn,Fixd,Geox sing,nomn",beg.txt
33,Калинин,1,['Калинину'],"NOUN,inan,masc,Geox sing,nomn",beg.txt
34,Днепр,1,['Днепре'],"NOUN,inan,masc,Geox sing,accs",beg.txt
35,Ялта,1,['Ялту'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",beg.txt
36,Россия,108,"['Россию', 'России', 'Россия', 'Россией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
37,Украина,100,"['Украиной', 'Украину', 'Украины', 'Украина', 'Украине']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
38,Киев,65,"['Киева', 'Киев', 'Киеве', 'Киеву']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
39,Москва,42,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
40,Одесса,36,"['Одессы', 'Одессой', 'Одессу', 'Одесса', 'Одессе']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
41,Анжу,20,['Анжу'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,gent",belaya-gvardiya.txt
42,Торопец,19,"['Торопец', 'Торопца']","NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
43,Печерск,19,"['Печерску', 'Печерска', 'Печерске', 'Печерск']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
44,Днепр,18,"['Днепр', 'Днепра', 'Днепре', 'Днепром']","NOUN,inan,masc,Geox sing,accs",belaya-gvardiya.txt
45,Никола,16,"['Никол', 'Николы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
46,Житомир,15,"['Житомир', 'Житомире', 'Житомира']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
47,Франция,13,"['Франция', 'Франции', 'Францией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
48,Германия,13,"['Германия', 'Германию', 'Германии', 'Германией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
49,Крым,12,"['Крыму', 'Крыме', 'Крыма', 'Крымом', 'Крым']","NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
50,Брест,11,['Брест'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
51,Петроград,11,"['Петроградом', 'Петрограда', 'Петроград', 'Петрограде']","NOUN,inan,masc,Geox sing,accs",belaya-gvardiya.txt
52,Эйхгорн,10,"['Эйхгорн', 'Эйхгорне', 'Эйхгорна']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
53,Берлин,10,"['Берлин', 'Берлине', 'Берлина']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
54,Париж,10,"['Парижа', 'Париж', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",belaya-gvardiya.txt
55,София,10,['Софии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
56,Польша,10,"['Польши', 'Польшу', 'Польша', 'Польше']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
57,Украинский,9,"['Украинская', 'Украинского', 'Украинскую', 'Украинской']","ADJF,Geox masc,sing,nomn",belaya-gvardiya.txt
58,Бронный,7,['Бронной'],"ADJF,Geox masc,sing,nomn",belaya-gvardiya.txt
59,Лежнева,7,"['Лежнева', 'Лежневу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
60,Фельдмана,7,"['Фельдману', 'Фельдмана']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
61,Полтава,7,"['Полтавы', 'Полтавой', 'Полтаве', 'Полтава']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
62,Русь,6,"['Русь', 'Руси']","NOUN,inan,femn,Sgtm,Geox sing,accs",belaya-gvardiya.txt
63,Варшава,5,"['Варшавы', 'Варшава', 'Варшаву', 'Варшаве']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
64,Харьков,5,"['Харьков', 'Харькове', 'Харькову']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
65,Кубань,4,"['Кубанью', 'Кубань']","NOUN,inan,femn,Sgtm,Geox sing,accs",belaya-gvardiya.txt
66,Петербург,4,"['Петербург', 'Петербурге', 'Петербурга']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
67,Могилёв,4,"['Могилев', 'Могилеве']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
68,Румыния,3,"['Румынии', 'Румынию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
69,Жмеринка,3,['Жмеринке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
70,Фастов,3,"['Фастова', 'Фастов']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
71,Дания,3,['Дании'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
72,Гучкова,3,"['Гучкову', 'Гучкова']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
73,Новороссийск,3,"['Новороссийск', 'Новороссийска']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
74,Севастополь,2,['Севастополе'],"NOUN,inan,masc,Sgtm,Geox sing,accs",belaya-gvardiya.txt
75,Малороссия,2,"['Малороссия', 'Малороссии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
76,Азия,2,"['Азию', 'Азии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
77,Ростов,2,"['Ростов', 'Ростова']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
78,Гименея,2,['Гименею'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
79,Америка,2,"['Америку', 'Америка']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
80,Шейер,2,"['Шейер', 'Шейеру']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
81,Бельгия,2,"['Бельгии', 'Бельгию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
82,Карумс,2,['Карумс'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
83,Брейтмана,2,['Брейтмана'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
84,Кавказ,2,"['Кавказа', 'Кавказе']","NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
85,Ивангород,2,['Ивангород'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
86,Голландия,2,"['Голландии', 'Голландию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
87,Винница,2,['Виннице'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
88,Чома,1,['Чому'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
89,Швейцария,1,['Швейцарии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
90,Чугра,1,['Чугры'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
91,Сингапур,1,['Сингапур'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
92,Херсон,1,['Херсона'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
93,Стамбул,1,['Стамбула'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
94,Сатурн,1,['Сатурна'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
95,Трансильвания,1,['Трансильвании'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
96,Сенегал,1,['Сенегал'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
97,Сереж,1,['Сережу'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
98,Симоново,1,['Симонова'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
99,Турция,1,['Турция'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
100,Лямин,1,['Лямина'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
101,Пятигорск,1,['Пятигорске'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
102,Израиль,1,['Израиль'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
103,Англия,1,['Англии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
104,Белград,1,['Белград'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
105,Боярка,1,['Боярки'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
106,Великое,1,['Великое'],"NOUN,inan,neut,Geox sing,nomn",belaya-gvardiya.txt
107,Владикавказ,1,['Владикавказе'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
108,Вязьма,1,['Вязьме'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
109,Гвоздинской,1,['Гвоздинского'],"ADJF,Geox masc,sing,nomn",belaya-gvardiya.txt
110,Демиевка,1,['Демиевки'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
111,Европа,1,['Европу'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
112,Здоровеньки,1,['Здоровеньки'],"NOUN,inan,GNdr,Pltm,Geox plur,nomn",belaya-gvardiya.txt
113,Здра,1,['Здра'],"NOUN,inan,femn,Sgtm,Fixd,Abbr,Geox sing,nomn",belaya-gvardiya.txt
114,Исуса,1,['Исусе'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
115,Прибалтика,1,['Прибалтики'],"NOUN,inan,femn,Geox sing,nomn",belaya-gvardiya.txt
116,Камо,1,['Камо'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",belaya-gvardiya.txt
117,Коктебель,1,['Коктебель'],"NOUN,inan,masc,Sgtm,Geox sing,accs",belaya-gvardiya.txt
118,Константиноград,1,['Константинограде'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
119,Константинополь,1,['Константинополь'],"NOUN,inan,masc,Sgtm,Geox sing,accs",belaya-gvardiya.txt
120,Латвия,1,['Латвия'],"NOUN,inan,femn,Geox sing,nomn",belaya-gvardiya.txt
121,Ловскай,1,['Ловская'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
122,Люблин,1,['Люблине'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
123,Аккерман,1,['Аккерман'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
124,Мариуполь,1,['Мариуполь'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
125,Меншикова,1,['Меншикове'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
126,Миргород,1,['Миргороде'],"NOUN,inan,masc,Geox sing,nomn",belaya-gvardiya.txt
127,Яновскай,1,['Яновская'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",belaya-gvardiya.txt
128,Париж,14,"['Парижа', 'Париж', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",Belyaev_A._Golova_Professora_Douyelya.txt
129,Шауба,4,['Шауба'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
130,Лондон,2,"['Лондон', 'Лондоне']","NOUN,inan,masc,Geox sing,accs",Belyaev_A._Golova_Professora_Douyelya.txt
131,Австралия,1,['Австралии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
132,Америка,1,['Америки'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
133,Англия,1,['Англии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
134,Бастилия,1,['Бастилии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
135,Гвинея,1,['Гвинеи'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
136,Кембридж,1,['Кембриджа'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
137,Монпарнас,1,['Монпарнас'],"NOUN,inan,masc,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
138,Ницца,1,['Ниццей'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
139,Прованс,1,['Провансе'],"NOUN,inan,masc,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
140,Ривьера,1,['Ривьеру'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
141,Тулон,1,['Тулона'],"NOUN,inan,masc,Geox sing,nomn",Belyaev_A._Golova_Professora_Douyelya.txt
142,Россия,1,['Россия'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Blok_A._Dvenadcat.txt
143,Русь,1,['Русь'],"NOUN,inan,femn,Sgtm,Geox sing,accs",Blok_A._Dvenadcat.txt
144,Бомгарда,14,"['Бомгарде', 'Бомгарда', 'Бомгард', 'Бомгарду']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
145,Москва,10,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
146,Левкова,2,"['Левкове', 'Левкова']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
147,Вавилон,1,['Вавилон'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
148,Германия,1,['Германии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
149,Ростов,1,['Ростов'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Morfiyi.txt
150,Москва,35,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
151,Пречистенка,10,"['Пречистенки', 'Пречистенке', 'Пречистенку']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
152,Индия,4,"['Индии', 'Индия']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
153,Грачевка,4,"['Грачевкой', 'Грачевки', 'Грачевку', 'Грачевка']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
154,Берлин,3,"['Берлин', 'Берлина']","NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
155,Волхонка,3,['Волхонке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
156,Стекловск,2,"['Стекловск', 'Стекловске']","NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
157,Вязьма,2,"['Вязьме', 'Вязьмою']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
158,Клязьма,2,['Клязьме'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
159,Доброкура,2,"['Доброкур', 'Доброкуре']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
160,Галлус,2,['Галлус'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
161,Лондон,2,['Лондона'],"NOUN,inan,masc,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
162,Бронный,2,['Бронной'],"ADJF,Geox masc,sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
163,Владивосток,2,['Владивостоке'],"NOUN,inan,masc,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
164,Туркестан,2,['Туркестане'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
165,Троицк,1,['Троицке'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
166,Цейлон,1,['Цейлона'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
167,Можайск,1,['Можайска'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
168,Ходынка,1,['Ходынке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
169,Париж,1,['Париж'],"NOUN,inan,masc,Sgtm,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
170,Польша,1,['Польша'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
171,Флорес,1,['Флорес'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
172,Уэльс,1,['Уэльса'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
173,Пречистенский,1,['Пречистенском'],"ADJF,Geox masc,sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
174,Рига,1,['Риге'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
175,Рим,1,['Риме'],"NOUN,inan,masc,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
176,Россия,1,['России'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
177,Смоленск,1,['Смоленск'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
178,Кёнигсберг,1,['Кенигсберга'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
179,Тамбов,1,['Тамбове'],"NOUN,inan,masc,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
180,Америка,1,['Америки'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
181,Калуга,1,['Калуге'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
182,Крым,1,['Крыму'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
183,Гималаи,1,['Гималаев'],"NOUN,inan,GNdr,Pltm,Geox plur,accs",Bulgakov_M._Rokovyie_Yayica.txt
184,Ассам,1,['Ассаме'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
185,Беккарий,1,['Беккари'],"NOUN,inan,femn,Geox plur,gent",Bulgakov_M._Rokovyie_Yayica.txt
186,Бирма,1,['Бирме'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
187,Варшава,1,['Варшаве'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
188,Волоколамск,1,['Волоколамске'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
189,Воронеж,1,['Воронеже'],"NOUN,inan,masc,Sgtm,Geox sing,accs",Bulgakov_M._Rokovyie_Yayica.txt
190,Гепеу,1,['Гепеу'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
191,Германия,1,['Германии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
192,Гринмут,1,['Гринмута'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
193,Корша,1,['Корш'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
194,Джиакомо,1,['Джиакомо'],"NOUN,inan,neut,Sgtm,Fixd,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
195,Джульфа,1,['Джульфы'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
196,Дугино,1,['Дугино'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
197,Екатеринослав,1,['Екатеринославе'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
198,Казинта,1,['Казинту'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
199,Архангельск,1,['Архангельска'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
200,Карабулак,1,['Карабулака'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
201,Кембридж,1,['Кембридже'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
202,Шереметевка,1,['Шереметевке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Rokovyie_Yayica.txt
203,Додерляйн,10,"['Додерляйн', 'Додерляйна']","NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
204,Москва,8,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
205,Грачевка,5,"['Грачевки', 'Грачевку']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
206,Дульцево,3,['Дульцево'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
207,Сахалин,2,['Сахалин'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
208,Британия,1,['Британии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
209,Вознесенск,1,['Вознесенск'],"NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
210,Грищево,1,['Грищево'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Bulgakov_M._Zapiski_Yunogo_Vracha.txt
211,Аллиловать,102,['Аллилуя'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zoyikina_KvartiraIII.txt
212,Москва,28,"['Москву', 'Москва', 'Москве', 'Москвы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zoyikina_KvartiraIII.txt
213,Париж,12,"['Парижа', 'Парижем', 'Париж', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",Bulgakov_M._Zoyikina_KvartiraIII.txt
214,Ницца,7,"['Ницца', 'Ницце', 'Ниццу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zoyikina_KvartiraIII.txt
215,Баку,6,['Баку'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,gent",Bulgakov_M._Zoyikina_KvartiraIII.txt
216,Ростов,5,"['Ростов', 'Ростова', 'Ростове']","NOUN,inan,masc,Geox sing,nomn",Bulgakov_M._Zoyikina_KvartiraIII.txt
217,Воронеж,3,"['Воронеже', 'Воронеж', 'Воронежа']","NOUN,inan,masc,Sgtm,Geox sing,accs",Bulgakov_M._Zoyikina_KvartiraIII.txt
218,Бавария,3,"['Баварию', 'Баварии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Bulgakov_M._Zoyikina_KvartiraIII.txt
